EventID,CaseID,Timestamp,Activity,PriorityLevel,FileSize,ProcessingTime,Resource,refined_Activity
114483,C12674_r0,2025-01-16 04:54:14,Submit application,2,100,38.0,Junior Staff,Submit application_1
114520,C12679_r0,2025-01-16 04:54:14,Start process,5,10,10.0,System,Start process_0
114336,C12655_r0,2025-01-16 04:54:14,Complete process,0,0,0.0,System,Complete process_0
114414,C12666_r0,2025-01-16 04:54:14,Revise document,8,932,182.0,Supervisor,Revise document_0
114529,C12680_r0,2025-01-16 04:54:15,Start process,5,10,10.0,System,Start process_0
114441,C12669_r0,2025-01-16 04:54:15,Revise document,8,932,182.0,Supervisor,Revise document_0
114521,C12679_r0,2025-01-16 04:54:15,Check document,2,120,30.0,Clerk,Check document_0
114484,C12674_r0,2025-01-16 04:54:15,Review submission,8,850,100.0,Reviewer,Review submission_0
114371,C12660_r0,2025-01-16 04:54:15,Reject submission,1,949,162.45588844648478,Head Manager Assistant,Reject submission_0
114492,C12675_r0,2025-01-16 04:54:15,Submit application,2,100,38.0,Junior Staff,Submit application_1
114327,C12654_r0,2025-01-16 04:54:15,Complete process,0,0,0.0,System,Complete process_0
114497,C12676_r0,2025-01-16 04:54:15,Check document,2,120,30.0,Clerk,Check document_0
114345,C12656_r0,2025-01-16 04:54:15,Complete process,0,0,0.0,System,Complete process_0
114423,C12667_r0,2025-01-16 04:54:15,Revise document,8,932,182.0,Supervisor,Revise document_0
114506,C12677_r0,2025-01-16 04:54:16,Check document,2,120,30.0,Clerk,Check document_0
114512,C12678_r0,2025-01-16 04:54:16,Check document,2,120,30.0,Clerk,Check document_0
114450,C12670_r0,2025-01-16 04:54:16,Revise document,8,932,182.0,Supervisor,Revise document_0
114458,C12671_r0,2025-01-16 04:54:16,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114431,C12668_r0,2025-01-16 04:54:16,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114467,C12672_r0,2025-01-16 04:54:16,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114386,C12662_r0,2025-01-16 04:54:16,Accept submission,1,952,188.6782440999124,Head Manager Assistant,Accept submission_0
114405,C12665_r0,2025-01-16 04:54:16,Revise document,8,932,182.0,Supervisor,Revise document_0
114538,C12681_r0,2025-01-16 04:54:16,Start process,5,10,10.0,System,Start process_0
114442,C12669_r0,2025-01-16 04:54:16,Submit application,10,6758,187.327899609563,Supervisor,Submit application_0
114498,C12676_r0,2025-01-16 04:54:17,Submit application,2,100,38.0,Junior Staff,Submit application_1
114513,C12678_r0,2025-01-16 04:54:17,Submit application,2,100,38.0,Junior Staff,Submit application_1
114547,C12682_r0,2025-01-16 04:54:17,Start process,5,10,10.0,System,Start process_0
114443,C12669_r0,2025-01-16 04:54:17,Reject submission,2,992,187.64713845164977,Head Manager Assistant,Reject submission_0
114476,C12673_r0,2025-01-16 04:54:18,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114548,C12682_r0,2025-01-16 04:54:18,Check document,2,120,30.0,Clerk,Check document_0
114514,C12678_r0,2025-01-16 04:54:18,Review submission,8,850,100.0,Reviewer,Review submission_0
114493,C12675_r0,2025-01-16 04:54:18,Review submission,8,850,100.0,Reviewer,Review submission_0
114415,C12666_r0,2025-01-16 04:54:18,Submit application,9,9944,246.1108213469649,Supervisor,Submit application_0
114432,C12668_r0,2025-01-16 04:54:18,Revise document,8,932,182.0,Supervisor,Revise document_0
114485,C12674_r0,2025-01-16 04:54:18,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114406,C12665_r0,2025-01-16 04:54:18,Submit application,12,7690,201.92543190911115,Supervisor,Submit application_0
114556,C12683_r0,2025-01-16 04:54:18,Start process,5,10,10.0,System,Start process_0
114477,C12673_r0,2025-01-16 04:54:19,Revise document,8,932,182.0,Supervisor,Revise document_0
114424,C12667_r0,2025-01-16 04:54:19,Submit application,11,8018,206.43441562946649,Supervisor,Submit application_0
114562,C12684_r0,2025-01-16 04:54:19,Start process,5,10,10.0,System,Start process_0
114522,C12679_r0,2025-01-16 04:54:19,Submit application,2,100,38.0,Junior Staff,Submit application_1
114486,C12674_r0,2025-01-16 04:54:19,Revise document,8,932,182.0,Supervisor,Revise document_0
114468,C12672_r0,2025-01-16 04:54:19,Revise document,8,932,182.0,Supervisor,Revise document_0
114530,C12680_r0,2025-01-16 04:54:19,Check document,2,120,30.0,Clerk,Check document_0
114372,C12660_r0,2025-01-16 04:54:19,Complete process,0,0,0.0,System,Complete process_0
114539,C12681_r0,2025-01-16 04:54:19,Check document,2,120,30.0,Clerk,Check document_0
114444,C12669_r0,2025-01-16 04:54:19,Complete process,0,0,0.0,System,Complete process_0
114499,C12676_r0,2025-01-16 04:54:19,Review submission,8,850,100.0,Reviewer,Review submission_0
114523,C12679_r0,2025-01-16 04:54:20,Review submission,8,850,100.0,Reviewer,Review submission_0
114571,C12685_r0,2025-01-16 04:54:20,Start process,5,10,10.0,System,Start process_0
114433,C12668_r0,2025-01-16 04:54:20,Submit application,11,4468,214.5950737696964,Supervisor,Submit application_0
114451,C12670_r0,2025-01-16 04:54:20,Submit application,10,2725,225.4827473387703,Senior Analyst,Submit application_0
114387,C12662_r0,2025-01-16 04:54:20,Complete process,0,0,0.0,System,Complete process_0
114459,C12671_r0,2025-01-16 04:54:20,Revise document,8,932,182.0,Supervisor,Revise document_0
114407,C12665_r0,2025-01-16 04:54:20,Reject submission,1,988,149.45159942177574,Head Manager Assistant,Reject submission_0
114500,C12676_r0,2025-01-16 04:54:20,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114507,C12677_r0,2025-01-16 04:54:20,Submit application,2,100,38.0,Junior Staff,Submit application_1
114549,C12682_r0,2025-01-16 04:54:20,Submit application,2,100,38.0,Junior Staff,Submit application_1
114580,C12686_r0,2025-01-16 04:54:21,Start process,5,10,10.0,System,Start process_0
114425,C12667_r0,2025-01-16 04:54:21,Reject submission,1,936,176.47848619084613,Head Manager Assistant,Reject submission_0
114515,C12678_r0,2025-01-16 04:54:21,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114501,C12676_r0,2025-01-16 04:54:21,Revise document,8,932,182.0,Supervisor,Revise document_0
114557,C12683_r0,2025-01-16 04:54:21,Check document,2,120,30.0,Clerk,Check document_0
114460,C12671_r0,2025-01-16 04:54:21,Submit application,9,3638,185.0150573259137,Supervisor,Submit application_0
114550,C12682_r0,2025-01-16 04:54:21,Review submission,8,850,100.0,Reviewer,Review submission_0
114494,C12675_r0,2025-01-16 04:54:21,Approve application,2,130,20.0,Manager,Approve application_0
114426,C12667_r0,2025-01-16 04:54:22,Complete process,0,0,0.0,System,Complete process_0
114416,C12666_r0,2025-01-16 04:54:22,Accept submission,4,937,110.609050720483,Head Manager Assistant,Accept submission_0
114487,C12674_r0,2025-01-16 04:54:22,Submit application,11,2566,212.95381327998967,Supervisor,Submit application_0
114508,C12677_r0,2025-01-16 04:54:22,Review submission,8,850,100.0,Reviewer,Review submission_0
114563,C12684_r0,2025-01-16 04:54:22,Check document,2,120,30.0,Clerk,Check document_0
114589,C12687_r0,2025-01-16 04:54:22,Start process,5,10,10.0,System,Start process_0
114531,C12680_r0,2025-01-16 04:54:22,Submit application,2,100,38.0,Junior Staff,Submit application_1
114572,C12685_r0,2025-01-16 04:54:22,Check document,2,120,30.0,Clerk,Check document_0
114524,C12679_r0,2025-01-16 04:54:23,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114469,C12672_r0,2025-01-16 04:54:23,Submit application,12,2004,229.57031333658,Senior Analyst,Submit application_0
114461,C12671_r0,2025-01-16 04:54:23,Reject submission,3,934,109.46260284084796,Head Manager Assistant,Reject submission_0
114452,C12670_r0,2025-01-16 04:54:23,Reject submission,1,953,100.90405111764348,Head Manager Assistant,Reject submission_0
114540,C12681_r0,2025-01-16 04:54:23,Submit application,2,100,38.0,Junior Staff,Submit application_1
114434,C12668_r0,2025-01-16 04:54:23,Reject submission,4,953,159.3368686341963,Head Manager Assistant,Reject submission_0
114478,C12673_r0,2025-01-16 04:54:23,Submit application,12,5481,207.0335700650125,Senior Analyst,Submit application_0
114581,C12686_r0,2025-01-16 04:54:23,Check document,2,120,30.0,Clerk,Check document_0
114595,C12688_r0,2025-01-16 04:54:23,Start process,5,10,10.0,System,Start process_0
114408,C12665_r0,2025-01-16 04:54:24,Complete process,0,0,0.0,System,Complete process_0
114604,C12689_r0,2025-01-16 04:54:24,Start process,5,10,10.0,System,Start process_0
114551,C12682_r0,2025-01-16 04:54:24,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114532,C12680_r0,2025-01-16 04:54:24,Review submission,8,850,100.0,Reviewer,Review submission_0
114558,C12683_r0,2025-01-16 04:54:24,Submit application,2,100,38.0,Junior Staff,Submit application_1
114582,C12686_r0,2025-01-16 04:54:24,Submit application,2,100,38.0,Junior Staff,Submit application_1
114590,C12687_r0,2025-01-16 04:54:24,Check document,2,120,30.0,Clerk,Check document_0
114516,C12678_r0,2025-01-16 04:54:25,Revise document,8,932,182.0,Supervisor,Revise document_0
114495,C12675_r0,2025-01-16 04:54:25,Complete process,0,0,0.0,System,Complete process_0
114502,C12676_r0,2025-01-16 04:54:25,Submit application,11,6808,215.87149042807445,Senior Analyst,Submit application_0
114613,C12690_r0,2025-01-16 04:54:25,Start process,5,10,10.0,System,Start process_0
114573,C12685_r0,2025-01-16 04:54:25,Submit application,2,100,38.0,Junior Staff,Submit application_1
114509,C12677_r0,2025-01-16 04:54:25,Approve application,2,130,20.0,Manager,Approve application_0
114470,C12672_r0,2025-01-16 04:54:25,Accept submission,3,959,106.82142700096844,Head Manager Assistant,Accept submission_0
114552,C12682_r0,2025-01-16 04:54:25,Revise document,8,932,182.0,Supervisor,Revise document_0
114564,C12684_r0,2025-01-16 04:54:25,Submit application,2,100,38.0,Junior Staff,Submit application_1
114417,C12666_r0,2025-01-16 04:54:25,Complete process,0,0,0.0,System,Complete process_0
114541,C12681_r0,2025-01-16 04:54:25,Review submission,8,850,100.0,Reviewer,Review submission_0
114596,C12688_r0,2025-01-16 04:54:26,Check document,2,120,30.0,Clerk,Check document_0
114479,C12673_r0,2025-01-16 04:54:26,Accept submission,4,951,131.05324590726616,Head Manager Assistant,Accept submission_0
114559,C12683_r0,2025-01-16 04:54:26,Review submission,8,850,100.0,Reviewer,Review submission_0
114525,C12679_r0,2025-01-16 04:54:26,Revise document,8,932,182.0,Supervisor,Revise document_0
114453,C12670_r0,2025-01-16 04:54:26,Complete process,0,0,0.0,System,Complete process_0
114488,C12674_r0,2025-01-16 04:54:26,Accept submission,4,976,142.29986648927544,Head Manager Assistant,Accept submission_0
114471,C12672_r0,2025-01-16 04:54:26,Complete process,0,0,0.0,System,Complete process_0
114619,C12691_r0,2025-01-16 04:54:26,Start process,5,10,10.0,System,Start process_0
114583,C12686_r0,2025-01-16 04:54:26,Review submission,8,850,100.0,Reviewer,Review submission_0
114574,C12685_r0,2025-01-16 04:54:26,Review submission,8,850,100.0,Reviewer,Review submission_0
114565,C12684_r0,2025-01-16 04:54:26,Review submission,8,850,100.0,Reviewer,Review submission_0
114628,C12692_r0,2025-01-16 04:54:27,Start process,5,10,10.0,System,Start process_0
114620,C12691_r0,2025-01-16 04:54:27,Check document,2,120,30.0,Clerk,Check document_0
114533,C12680_r0,2025-01-16 04:54:27,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114462,C12671_r0,2025-01-16 04:54:27,Complete process,0,0,0.0,System,Complete process_0
114591,C12687_r0,2025-01-16 04:54:27,Submit application,2,100,38.0,Junior Staff,Submit application_1
114605,C12689_r0,2025-01-16 04:54:27,Check document,2,120,30.0,Clerk,Check document_0
114510,C12677_r0,2025-01-16 04:54:27,Complete process,0,0,0.0,System,Complete process_0
114435,C12668_r0,2025-01-16 04:54:27,Complete process,0,0,0.0,System,Complete process_0
114566,C12684_r0,2025-01-16 04:54:27,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114584,C12686_r0,2025-01-16 04:54:27,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114542,C12681_r0,2025-01-16 04:54:27,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114489,C12674_r0,2025-01-16 04:54:28,Complete process,0,0,0.0,System,Complete process_0
114637,C12693_r0,2025-01-16 04:54:28,Start process,5,10,10.0,System,Start process_0
114614,C12690_r0,2025-01-16 04:54:28,Check document,2,120,30.0,Clerk,Check document_0
114585,C12686_r0,2025-01-16 04:54:28,Revise document,8,932,182.0,Supervisor,Revise document_0
114553,C12682_r0,2025-01-16 04:54:28,Submit application,9,3007,184.31945006941768,Supervisor,Submit application_0
114480,C12673_r0,2025-01-16 04:54:28,Complete process,0,0,0.0,System,Complete process_0
114621,C12691_r0,2025-01-16 04:54:29,Submit application,2,100,38.0,Junior Staff,Submit application_1
114597,C12688_r0,2025-01-16 04:54:29,Submit application,2,100,38.0,Junior Staff,Submit application_1
114517,C12678_r0,2025-01-16 04:54:29,Submit application,12,9761,192.30939823598607,Supervisor,Submit application_0
114606,C12689_r0,2025-01-16 04:54:29,Submit application,2,100,38.0,Junior Staff,Submit application_1
114503,C12676_r0,2025-01-16 04:54:29,Reject submission,2,949,113.66153611118412,Head Manager Assistant,Reject submission_0
114560,C12683_r0,2025-01-16 04:54:29,Approve application,2,130,20.0,Manager,Approve application_0
114543,C12681_r0,2025-01-16 04:54:29,Revise document,8,932,182.0,Supervisor,Revise document_0
114575,C12685_r0,2025-01-16 04:54:29,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114526,C12679_r0,2025-01-16 04:54:29,Submit application,8,2081,240.25407928487027,Senior Analyst,Submit application_0
114646,C12694_r0,2025-01-16 04:54:29,Start process,5,10,10.0,System,Start process_0
114586,C12686_r0,2025-01-16 04:54:30,Submit application,11,1654,202.95990419230708,Senior Analyst,Submit application_0
114518,C12678_r0,2025-01-16 04:54:30,Reject submission,4,959,167.38243767474953,Head Manager Assistant,Reject submission_0
114655,C12695_r0,2025-01-16 04:54:30,Start process,5,10,10.0,System,Start process_0
114567,C12684_r0,2025-01-16 04:54:30,Revise document,8,932,182.0,Supervisor,Revise document_0
114629,C12692_r0,2025-01-16 04:54:30,Check document,2,120,30.0,Clerk,Check document_0
114647,C12694_r0,2025-01-16 04:54:30,Check document,2,120,30.0,Clerk,Check document_0
114592,C12687_r0,2025-01-16 04:54:30,Review submission,8,850,100.0,Reviewer,Review submission_0
114527,C12679_r0,2025-01-16 04:54:30,Accept submission,3,941,176.53950400804962,Head Manager Assistant,Accept submission_0
114615,C12690_r0,2025-01-16 04:54:30,Submit application,2,100,38.0,Junior Staff,Submit application_1
114568,C12684_r0,2025-01-16 04:54:31,Submit application,12,1148,209.01628458177896,Supervisor,Submit application_0
114664,C12696_r0,2025-01-16 04:54:31,Start process,5,10,10.0,System,Start process_0
114554,C12682_r0,2025-01-16 04:54:31,Reject submission,1,983,122.37151995787924,Head Manager Assistant,Reject submission_0
114638,C12693_r0,2025-01-16 04:54:31,Check document,2,120,30.0,Clerk,Check document_0
114622,C12691_r0,2025-01-16 04:54:31,Review submission,8,850,100.0,Reviewer,Review submission_0
114528,C12679_r0,2025-01-16 04:54:31,Complete process,0,0,0.0,System,Complete process_0
114598,C12688_r0,2025-01-16 04:54:31,Review submission,8,850,100.0,Reviewer,Review submission_0
114534,C12680_r0,2025-01-16 04:54:31,Revise document,8,932,182.0,Supervisor,Revise document_0
114569,C12684_r0,2025-01-16 04:54:32,Accept submission,1,932,148.53289230426958,Head Manager Assistant,Accept submission_0
114555,C12682_r0,2025-01-16 04:54:32,Complete process,0,0,0.0,System,Complete process_0
114673,C12697_r0,2025-01-16 04:54:32,Start process,5,10,10.0,System,Start process_0
114616,C12690_r0,2025-01-16 04:54:32,Review submission,8,850,100.0,Reviewer,Review submission_0
114544,C12681_r0,2025-01-16 04:54:32,Submit application,10,6905,194.05864084990984,Senior Analyst,Submit application_0
114535,C12680_r0,2025-01-16 04:54:32,Submit application,11,4975,205.5910645429047,Supervisor,Submit application_0
114576,C12685_r0,2025-01-16 04:54:32,Revise document,8,932,182.0,Supervisor,Revise document_0
114607,C12689_r0,2025-01-16 04:54:33,Review submission,8,850,100.0,Reviewer,Review submission_0
114593,C12687_r0,2025-01-16 04:54:33,Approve application,2,130,20.0,Manager,Approve application_0
114504,C12676_r0,2025-01-16 04:54:33,Complete process,0,0,0.0,System,Complete process_0
114536,C12680_r0,2025-01-16 04:54:33,Reject submission,3,978,103.5407955990164,Head Manager Assistant,Reject submission_0
114577,C12685_r0,2025-01-16 04:54:33,Submit application,9,837,220.40935711575048,Senior Analyst,Submit application_0
114665,C12696_r0,2025-01-16 04:54:33,Check document,2,120,30.0,Clerk,Check document_0
114630,C12692_r0,2025-01-16 04:54:33,Submit application,2,100,38.0,Junior Staff,Submit application_1
114679,C12698_r0,2025-01-16 04:54:33,Start process,5,10,10.0,System,Start process_0
114639,C12693_r0,2025-01-16 04:54:33,Submit application,2,100,38.0,Junior Staff,Submit application_1
114617,C12690_r0,2025-01-16 04:54:33,Approve application,2,130,20.0,Manager,Approve application_0
114561,C12683_r0,2025-01-16 04:54:33,Complete process,0,0,0.0,System,Complete process_0
114685,C12699_r0,2025-01-16 04:54:34,Start process,5,10,10.0,System,Start process_0
114640,C12693_r0,2025-01-16 04:54:34,Review submission,8,850,100.0,Reviewer,Review submission_0
114656,C12695_r0,2025-01-16 04:54:34,Check document,2,120,30.0,Clerk,Check document_0
114587,C12686_r0,2025-01-16 04:54:34,Accept submission,1,964,177.27911316447052,Head Manager Assistant,Accept submission_0
114648,C12694_r0,2025-01-16 04:54:34,Submit application,2,100,38.0,Junior Staff,Submit application_1
114519,C12678_r0,2025-01-16 04:54:34,Complete process,0,0,0.0,System,Complete process_0
114641,C12693_r0,2025-01-16 04:54:35,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114570,C12684_r0,2025-01-16 04:54:35,Complete process,0,0,0.0,System,Complete process_0
114657,C12695_r0,2025-01-16 04:54:35,Submit application,2,100,38.0,Junior Staff,Submit application_1
114599,C12688_r0,2025-01-16 04:54:35,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114680,C12698_r0,2025-01-16 04:54:35,Check document,2,120,30.0,Clerk,Check document_0
114618,C12690_r0,2025-01-16 04:54:35,Complete process,0,0,0.0,System,Complete process_0
114545,C12681_r0,2025-01-16 04:54:35,Accept submission,1,992,199.8696459975971,Head Manager Assistant,Accept submission_0
114674,C12697_r0,2025-01-16 04:54:35,Check document,2,120,30.0,Clerk,Check document_0
114623,C12691_r0,2025-01-16 04:54:35,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114691,C12700_r0,2025-01-16 04:54:35,Start process,5,10,10.0,System,Start process_0
114600,C12688_r0,2025-01-16 04:54:36,Revise document,8,932,182.0,Supervisor,Revise document_0
114666,C12696_r0,2025-01-16 04:54:36,Submit application,2,100,38.0,Junior Staff,Submit application_1
114537,C12680_r0,2025-01-16 04:54:36,Complete process,0,0,0.0,System,Complete process_0
114697,C12701_r0,2025-01-16 04:54:36,Start process,5,10,10.0,System,Start process_0
114686,C12699_r0,2025-01-16 04:54:37,Check document,2,120,30.0,Clerk,Check document_0
114601,C12688_r0,2025-01-16 04:54:37,Submit application,10,6257,207.043730194784,Supervisor,Submit application_0
114631,C12692_r0,2025-01-16 04:54:37,Review submission,8,850,100.0,Reviewer,Review submission_0
114658,C12695_r0,2025-01-16 04:54:37,Review submission,8,850,100.0,Reviewer,Review submission_0
114578,C12685_r0,2025-01-16 04:54:37,Reject submission,1,963,137.94970575085955,Head Manager Assistant,Reject submission_0
114706,C12702_r0,2025-01-16 04:54:37,Start process,5,10,10.0,System,Start process_0
114642,C12693_r0,2025-01-16 04:54:37,Revise document,8,932,182.0,Supervisor,Revise document_0
114594,C12687_r0,2025-01-16 04:54:37,Complete process,0,0,0.0,System,Complete process_0
114608,C12689_r0,2025-01-16 04:54:37,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114588,C12686_r0,2025-01-16 04:54:38,Complete process,0,0,0.0,System,Complete process_0
114602,C12688_r0,2025-01-16 04:54:38,Accept submission,1,966,135.04060227067237,Head Manager Assistant,Accept submission_0
114715,C12703_r0,2025-01-16 04:54:38,Start process,5,10,10.0,System,Start process_0
114546,C12681_r0,2025-01-16 04:54:38,Complete process,0,0,0.0,System,Complete process_0
114692,C12700_r0,2025-01-16 04:54:38,Check document,2,120,30.0,Clerk,Check document_0
114687,C12699_r0,2025-01-16 04:54:38,Submit application,2,100,38.0,Junior Staff,Submit application_1
114681,C12698_r0,2025-01-16 04:54:38,Submit application,2,100,38.0,Junior Staff,Submit application_1
114649,C12694_r0,2025-01-16 04:54:38,Review submission,8,850,100.0,Reviewer,Review submission_0
114675,C12697_r0,2025-01-16 04:54:39,Submit application,2,100,38.0,Junior Staff,Submit application_1
114624,C12691_r0,2025-01-16 04:54:39,Revise document,8,932,182.0,Supervisor,Revise document_0
114698,C12701_r0,2025-01-16 04:54:39,Check document,2,120,30.0,Clerk,Check document_0
114721,C12704_r0,2025-01-16 04:54:39,Start process,5,10,10.0,System,Start process_0
114707,C12702_r0,2025-01-16 04:54:39,Check document,2,120,30.0,Clerk,Check document_0
114722,C12704_r0,2025-01-16 04:54:40,Check document,2,120,30.0,Clerk,Check document_0
114667,C12696_r0,2025-01-16 04:54:40,Review submission,8,850,100.0,Reviewer,Review submission_0
114632,C12692_r0,2025-01-16 04:54:40,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114693,C12700_r0,2025-01-16 04:54:40,Submit application,2,100,38.0,Junior Staff,Submit application_1
114625,C12691_r0,2025-01-16 04:54:40,Submit application,12,4008,232.8308993138043,Supervisor,Submit application_0
114730,C12705_r0,2025-01-16 04:54:40,Start process,5,10,10.0,System,Start process_0
114739,C12706_r0,2025-01-16 04:54:41,Start process,5,10,10.0,System,Start process_0
114626,C12691_r0,2025-01-16 04:54:41,Accept submission,2,961,177.93225677870277,Head Manager Assistant,Accept submission_0
114643,C12693_r0,2025-01-16 04:54:41,Submit application,9,9602,233.79294611437595,Senior Analyst,Submit application_0
114716,C12703_r0,2025-01-16 04:54:41,Check document,2,120,30.0,Clerk,Check document_0
114688,C12699_r0,2025-01-16 04:54:41,Review submission,8,850,100.0,Reviewer,Review submission_0
114659,C12695_r0,2025-01-16 04:54:41,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114579,C12685_r0,2025-01-16 04:54:41,Complete process,0,0,0.0,System,Complete process_0
114609,C12689_r0,2025-01-16 04:54:41,Revise document,8,932,182.0,Supervisor,Revise document_0
114689,C12699_r0,2025-01-16 04:54:42,Approve application,2,130,20.0,Manager,Approve application_0
114748,C12707_r0,2025-01-16 04:54:42,Start process,5,10,10.0,System,Start process_0
114717,C12703_r0,2025-01-16 04:54:42,Submit application,2,100,38.0,Junior Staff,Submit application_1
114650,C12694_r0,2025-01-16 04:54:42,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114682,C12698_r0,2025-01-16 04:54:42,Review submission,8,850,100.0,Reviewer,Review submission_0
114603,C12688_r0,2025-01-16 04:54:42,Complete process,0,0,0.0,System,Complete process_0
114699,C12701_r0,2025-01-16 04:54:42,Submit application,2,100,38.0,Junior Staff,Submit application_1
114668,C12696_r0,2025-01-16 04:54:42,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114757,C12708_r0,2025-01-16 04:54:43,Start process,5,10,10.0,System,Start process_0
114723,C12704_r0,2025-01-16 04:54:43,Submit application,2,100,38.0,Junior Staff,Submit application_1
114708,C12702_r0,2025-01-16 04:54:43,Submit application,2,100,38.0,Junior Staff,Submit application_1
114676,C12697_r0,2025-01-16 04:54:43,Review submission,8,850,100.0,Reviewer,Review submission_0
114740,C12706_r0,2025-01-16 04:54:44,Check document,2,120,30.0,Clerk,Check document_0
114651,C12694_r0,2025-01-16 04:54:44,Revise document,8,932,182.0,Supervisor,Revise document_0
114669,C12696_r0,2025-01-16 04:54:44,Revise document,8,932,182.0,Supervisor,Revise document_0
114731,C12705_r0,2025-01-16 04:54:44,Check document,2,120,30.0,Clerk,Check document_0
114677,C12697_r0,2025-01-16 04:54:44,Approve application,2,130,20.0,Manager,Approve application_0
114709,C12702_r0,2025-01-16 04:54:44,Review submission,8,850,100.0,Reviewer,Review submission_0
114633,C12692_r0,2025-01-16 04:54:44,Revise document,8,932,182.0,Supervisor,Revise document_0
114610,C12689_r0,2025-01-16 04:54:44,Submit application,11,2969,222.9234196682497,Supervisor,Submit application_0
114724,C12704_r0,2025-01-16 04:54:44,Review submission,8,850,100.0,Reviewer,Review submission_0
114694,C12700_r0,2025-01-16 04:54:44,Review submission,8,850,100.0,Reviewer,Review submission_0
114763,C12709_r0,2025-01-16 04:54:44,Start process,5,10,10.0,System,Start process_0
114670,C12696_r0,2025-01-16 04:54:45,Submit application,9,6353,190.23494296289485,Senior Analyst,Submit application_0
114611,C12689_r0,2025-01-16 04:54:45,Accept submission,4,953,127.55441104788468,Head Manager Assistant,Accept submission_0
114660,C12695_r0,2025-01-16 04:54:45,Revise document,8,932,182.0,Supervisor,Revise document_0
114690,C12699_r0,2025-01-16 04:54:45,Complete process,0,0,0.0,System,Complete process_0
114710,C12702_r0,2025-01-16 04:54:45,Disapprove application,2,130,20.0,review_board,Disapprove application_0
114732,C12705_r0,2025-01-16 04:54:45,Submit application,2,100,38.0,Junior Staff,Submit application_1
114718,C12703_r0,2025-01-16 04:54:45,Review submission,8,850,100.0,Reviewer,Review submission_0
114749,C12707_r0,2025-01-16 04:54:45,Check document,2,120,30.0,Clerk,Check document_0
114769,C12710_r0,2025-01-16 04:54:45,Start process,5,10,10.0,System,Start process_0
114627,C12691_r0,2025-01-16 04:54:45,Complete process,0,0,0.0,System,Complete process_0
114644,C12693_r0,2025-01-16 04:54:45,Reject submission,3,975,145.79239046421748,Head Manager Assistant,Reject submission_0
114778,C12711_r0,2025-01-16 04:54:46,Start process,5,10,10.0,System,Start process_0
114683,C12698_r0,2025-01-16 04:54:46,Approve application,2,130,20.0,Manager,Approve application_0
114741,C12706_r0,2025-01-16 04:54:46,Submit application,2,100,38.0,Junior Staff,Submit application_1
114695,C12700_r0,2025-01-16 04:54:46,Approve application,2,130,20.0,Manager,Approve application_0
114634,C12692_r0,2025-01-16 04:54:46,Submit application,10,7601,195.24879242306176,Senior Analyst,Submit application_0
114700,C12701_r0,2025-01-16 04:54:46,Review submission,8,850,100.0,Reviewer,Review submission_0
114671,C12696_r0,2025-01-16 04:54:47,Reject submission,3,923,128.60157967229642,Head Manager Assistant,Reject submission_0
114645,C12693_r0,2025-01-16 04:54:47,Complete process,0,0,0.0,System,Complete process_0
114661,C12695_r0,2025-01-16 04:54:47,Submit application,9,7743,221.85637948476256,Supervisor,Submit application_0
114787,C12712_r0,2025-01-16 04:54:47,Start process,5,10,10.0,System,Start process_0
114758,C12708_r0,2025-01-16 04:54:47,Check document,2,120,30.0,Clerk,Check document_0
114764,C12709_r0,2025-01-16 04:54:47,Check document,2,120,30.0,Clerk,Check document_0
114612,C12689_r0,2025-01-16 04:54:47,Complete process,0,0,0.0,System,Complete process_0
114719,C12703_r0,2025-01-16 04:54:48,Approve application,2,130,20.0,Manager,Approve application_0
114793,C12713_r0,2025-01-16 04:54:48,Start process,5,10,10.0,System,Start process_0
114711,C12702_r0,2025-01-16 04:54:48,Revise document,8,932,182.0,Supervisor,Revise document_0
114733,C12705_r0,2025-01-16 04:54:48,Review submission,8,850,100.0,Reviewer,Review submission_0
114652,C12694_r0,2025-01-16 04:54:48,Submit application,9,3890,237.3994778671456,Senior Analyst,Submit application_0
114672,C12696_r0,2025-01-16 04:54:48,Complete process,0,0,0.0,System,Complete process_0
114779,C12711_r0,2025-01-16 04:54:48,Check document,2,120,30.0,Clerk,Check document_0
