EventID,case:concept:name,concept:name,time:timestamp,refined_concept:name
7393,Case_231,A,2023-01-27 06:44:00+00:00,A_0
7394,Case_951,E2,2023-01-27 06:48:00+00:00,E2_0
7395,Case_57,C,2023-01-27 06:50:00+00:00,C_0
7396,Case_57,D,2023-01-27 06:51:00+00:00,D_0
7397,Case_57,B1,2023-01-27 06:55:00+00:00,B1_0
7398,Case_955,A,2023-01-27 06:56:00+00:00,A_0
7399,Case_708,E2,2023-01-27 06:57:00+00:00,E2_0
7400,Case_231,F,2023-01-27 06:58:00+00:00,F_0
7401,Case_551,A,2023-01-27 06:58:00+00:00,A_0
7402,Case_859,B2,2023-01-27 07:05:00+00:00,B2_0
7403,Case_479,A,2023-01-27 07:07:00+00:00,A_0
7404,Case_623,F,2023-01-27 07:09:00+00:00,F_0
7405,Case_551,E1,2023-01-27 07:13:00+00:00,E1_0
7406,Case_955,F,2023-01-27 07:16:00+00:00,F_0
7407,Case_951,A,2023-01-27 07:18:00+00:00,A_2
7408,Case_708,A,2023-01-27 07:24:00+00:00,A_2
7409,Case_479,F,2023-01-27 07:27:00+00:00,F_0
7410,Case_57,B2,2023-01-27 07:27:00+00:00,B2_0
7411,Case_231,A,2023-01-27 07:38:00+00:00,A_2
7412,Case_859,A,2023-01-27 07:41:00+00:00,A_0
7413,Case_551,E2,2023-01-27 07:41:00+00:00,E2_0
7414,Case_705,A,2023-01-27 08:04:00+00:00,A_1
7415,Case_859,E1,2023-01-27 08:06:00+00:00,E1_0
7416,Case_479,A,2023-01-27 08:09:00+00:00,A_2
7417,Case_57,A,2023-01-27 08:13:00+00:00,A_0
7418,Case_319,A,2023-01-27 08:20:00+00:00,A_1
7419,Case_551,A,2023-01-27 08:21:00+00:00,A_2
7420,Case_623,A,2023-01-27 08:21:00+00:00,A_2
7421,Case_57,F,2023-01-27 08:25:00+00:00,F_0
7422,Case_705,C,2023-01-27 08:34:00+00:00,C_0
7423,Case_705,D,2023-01-27 08:35:00+00:00,D_0
7424,Case_955,A,2023-01-27 08:36:00+00:00,A_2
7425,Case_296,A,2023-01-27 08:37:00+00:00,A_1
7426,Case_705,B1,2023-01-27 08:40:00+00:00,B1_0
7427,Case_859,E2,2023-01-27 08:42:00+00:00,E2_0
7428,Case_319,C,2023-01-27 08:50:00+00:00,C_0
7429,Case_296,C,2023-01-27 08:51:00+00:00,C_0
7430,Case_319,D,2023-01-27 08:52:00+00:00,D_0
7431,Case_296,B1,2023-01-27 08:54:00+00:00,B1_0
7432,Case_319,B1,2023-01-27 08:56:00+00:00,B1_0
7433,Case_296,D,2023-01-27 08:56:00+00:00,D_0
7434,Case_859,A,2023-01-27 09:09:00+00:00,A_2
7435,Case_319,B2,2023-01-27 09:24:00+00:00,B2_0
7436,Case_705,B2,2023-01-27 09:25:00+00:00,B2_0
7437,Case_296,B2,2023-01-27 09:26:00+00:00,B2_0
7438,Case_57,A,2023-01-27 09:26:00+00:00,A_2
7439,Case_518,A,2023-01-27 09:29:00+00:00,A_1
7440,Case_518,C,2023-01-27 09:53:00+00:00,C_0
7441,Case_518,D,2023-01-27 09:58:00+00:00,D_0
7442,Case_518,B1,2023-01-27 10:00:00+00:00,B1_0
7443,Case_466,A,2023-01-27 10:09:00+00:00,A_1
7444,Case_319,A,2023-01-27 10:12:00+00:00,A_0
7445,Case_296,A,2023-01-27 10:13:00+00:00,A_0
7446,Case_518,B2,2023-01-27 10:20:00+00:00,B2_0
7447,Case_705,A,2023-01-27 10:22:00+00:00,A_0
7448,Case_319,E1,2023-01-27 10:24:00+00:00,E1_0
7449,Case_705,F,2023-01-27 10:35:00+00:00,F_0
7450,Case_466,C,2023-01-27 10:38:00+00:00,C_0
7451,Case_296,F,2023-01-27 10:40:00+00:00,F_0
7452,Case_466,D,2023-01-27 10:42:00+00:00,D_0
7453,Case_466,B1,2023-01-27 10:45:00+00:00,B1_0
7454,Case_319,E2,2023-01-27 11:00:00+00:00,E2_0
7455,Case_466,B2,2023-01-27 11:06:00+00:00,B2_0
7456,Case_795,A,2023-01-27 11:12:00+00:00,A_1
7457,Case_296,A,2023-01-27 11:15:00+00:00,A_2
7458,Case_518,A,2023-01-27 11:16:00+00:00,A_0
7459,Case_319,A,2023-01-27 11:21:00+00:00,A_2
7460,Case_518,E1,2023-01-27 11:27:00+00:00,E1_0
7461,Case_795,C,2023-01-27 11:39:00+00:00,C_0
7462,Case_795,D,2023-01-27 11:40:00+00:00,D_0
7463,Case_795,B1,2023-01-27 11:41:00+00:00,B1_0
7464,Case_705,A,2023-01-27 11:45:00+00:00,A_2
7465,Case_518,E2,2023-01-27 12:02:00+00:00,E2_0
7466,Case_466,A,2023-01-27 12:03:00+00:00,A_0
7467,Case_795,B2,2023-01-27 12:08:00+00:00,B2_0
7468,Case_409,A,2023-01-27 12:15:00+00:00,A_1
7469,Case_518,A,2023-01-27 12:25:00+00:00,A_2
7470,Case_466,F,2023-01-27 12:29:00+00:00,F_0
7471,Case_409,C,2023-01-27 12:31:00+00:00,C_0
7472,Case_409,D,2023-01-27 12:36:00+00:00,D_0
7473,Case_409,B1,2023-01-27 12:38:00+00:00,B1_0
7474,Case_795,A,2023-01-27 12:45:00+00:00,A_0
7475,Case_795,E1,2023-01-27 12:59:00+00:00,E1_0
7476,Case_466,A,2023-01-27 13:14:00+00:00,A_2
7477,Case_116,A,2023-01-27 13:22:00+00:00,A_1
7478,Case_409,B2,2023-01-27 13:23:00+00:00,B2_0
7479,Case_795,E2,2023-01-27 13:27:00+00:00,E2_0
7480,Case_326,A,2023-01-27 13:31:00+00:00,A_1
7481,Case_326,C,2023-01-27 13:45:00+00:00,C_0
7482,Case_326,D,2023-01-27 13:46:00+00:00,D_0
7483,Case_116,C,2023-01-27 13:46:00+00:00,C_0
7484,Case_116,D,2023-01-27 13:48:00+00:00,D_0
7485,Case_326,B1,2023-01-27 13:50:00+00:00,B1_0
7486,Case_116,B1,2023-01-27 13:50:00+00:00,B1_0
7487,Case_795,A,2023-01-27 13:55:00+00:00,A_2
7488,Case_621,A,2023-01-27 13:58:00+00:00,A_1
7489,Case_409,A,2023-01-27 14:04:00+00:00,A_0
7490,Case_302,A,2023-01-27 14:04:00+00:00,A_1
7491,Case_326,B2,2023-01-27 14:05:00+00:00,B2_0
7492,Case_116,B2,2023-01-27 14:15:00+00:00,B2_0
7493,Case_621,C,2023-01-27 14:23:00+00:00,C_0
7494,Case_621,B1,2023-01-27 14:25:00+00:00,B1_0
7495,Case_621,D,2023-01-27 14:27:00+00:00,D_0
7496,Case_302,C,2023-01-27 14:28:00+00:00,C_0
7497,Case_302,D,2023-01-27 14:29:00+00:00,D_0
7498,Case_114,A,2023-01-27 14:31:00+00:00,A_1
7499,Case_302,B1,2023-01-27 14:33:00+00:00,B1_0
7500,Case_409,F,2023-01-27 14:34:00+00:00,F_0
7501,Case_114,C,2023-01-27 14:41:00+00:00,C_0
7502,Case_114,B1,2023-01-27 14:44:00+00:00,B1_0
7503,Case_114,D,2023-01-27 14:45:00+00:00,D_0
7504,Case_116,A,2023-01-27 14:55:00+00:00,A_0
7505,Case_326,A,2023-01-27 14:56:00+00:00,A_0
7506,Case_621,B2,2023-01-27 15:05:00+00:00,B2_0
7507,Case_326,F,2023-01-27 15:11:00+00:00,F_0
7508,Case_114,B2,2023-01-27 15:13:00+00:00,B2_0
7509,Case_302,B2,2023-01-27 15:14:00+00:00,B2_0
7510,Case_116,E1,2023-01-27 15:19:00+00:00,E1_0
7511,Case_964,A,2023-01-27 15:20:00+00:00,A_1
7512,Case_114,A,2023-01-27 15:33:00+00:00,A_0
7513,Case_621,A,2023-01-27 15:41:00+00:00,A_0
7514,Case_964,C,2023-01-27 15:41:00+00:00,C_0
7515,Case_964,D,2023-01-27 15:42:00+00:00,D_0
7516,Case_964,B1,2023-01-27 15:48:00+00:00,B1_0
7517,Case_116,E2,2023-01-27 15:49:00+00:00,E2_0
7518,Case_114,E1,2023-01-27 15:50:00+00:00,E1_0
7519,Case_409,A,2023-01-27 15:54:00+00:00,A_2
7520,Case_116,A,2023-01-27 16:04:00+00:00,A_2
7521,Case_621,F,2023-01-27 16:08:00+00:00,F_0
7522,Case_302,A,2023-01-27 16:12:00+00:00,A_0
7523,Case_964,B2,2023-01-27 16:12:00+00:00,B2_0
7524,Case_326,A,2023-01-27 16:30:00+00:00,A_2
7525,Case_302,F,2023-01-27 16:33:00+00:00,F_0
7526,Case_114,E2,2023-01-27 16:34:00+00:00,E2_0
7527,Case_964,A,2023-01-27 16:46:00+00:00,A_0
7528,Case_114,A,2023-01-27 16:57:00+00:00,A_2
7529,Case_964,E1,2023-01-27 17:03:00+00:00,E1_0
7530,Case_952,A,2023-01-27 17:17:00+00:00,A_1
7531,Case_621,A,2023-01-27 17:25:00+00:00,A_2
7532,Case_952,C,2023-01-27 17:28:00+00:00,C_0
7533,Case_952,D,2023-01-27 17:32:00+00:00,D_0
7534,Case_952,B1,2023-01-27 17:35:00+00:00,B1_0
7535,Case_302,A,2023-01-27 17:52:00+00:00,A_2
7536,Case_964,E2,2023-01-27 17:53:00+00:00,E2_0
7537,Case_952,B2,2023-01-27 18:09:00+00:00,B2_0
7538,Case_964,A,2023-01-27 18:19:00+00:00,A_2
7539,Case_209,A,2023-01-27 18:35:00+00:00,A_1
7540,Case_952,A,2023-01-27 18:42:00+00:00,A_0
7541,Case_212,A,2023-01-27 18:44:00+00:00,A_1
7542,Case_880,A,2023-01-27 18:49:00+00:00,A_1
7543,Case_952,F,2023-01-27 18:52:00+00:00,F_0
7544,Case_209,C,2023-01-27 18:57:00+00:00,C_0
7545,Case_209,D,2023-01-27 19:00:00+00:00,D_0
7546,Case_209,B1,2023-01-27 19:03:00+00:00,B1_0
7547,Case_880,C,2023-01-27 19:06:00+00:00,C_0
7548,Case_880,B1,2023-01-27 19:10:00+00:00,B1_0
7549,Case_880,D,2023-01-27 19:11:00+00:00,D_0
7550,Case_212,C,2023-01-27 19:13:00+00:00,C_0
7551,Case_212,D,2023-01-27 19:15:00+00:00,D_0
7552,Case_212,B1,2023-01-27 19:19:00+00:00,B1_0
7553,Case_880,B2,2023-01-27 19:31:00+00:00,B2_0
7554,Case_209,B2,2023-01-27 19:33:00+00:00,B2_0
7555,Case_212,B2,2023-01-27 19:38:00+00:00,B2_0
7556,Case_28,A,2023-01-27 19:38:00+00:00,A_1
7557,Case_820,A,2023-01-27 19:59:00+00:00,A_1
7558,Case_28,C,2023-01-27 20:02:00+00:00,C_0
7559,Case_209,A,2023-01-27 20:03:00+00:00,A_0
7560,Case_28,D,2023-01-27 20:06:00+00:00,D_0
7561,Case_952,A,2023-01-27 20:07:00+00:00,A_2
7562,Case_28,B1,2023-01-27 20:09:00+00:00,B1_0
7563,Case_914,A,2023-01-27 20:12:00+00:00,A_1
7564,Case_820,C,2023-01-27 20:17:00+00:00,C_0
7565,Case_212,A,2023-01-27 20:19:00+00:00,A_0
7566,Case_820,B1,2023-01-27 20:22:00+00:00,B1_0
7567,Case_820,D,2023-01-27 20:22:00+00:00,D_0
7568,Case_209,F,2023-01-27 20:30:00+00:00,F_0
7569,Case_914,C,2023-01-27 20:30:00+00:00,C_0
7570,Case_880,A,2023-01-27 20:32:00+00:00,A_0
7571,Case_212,F,2023-01-27 20:33:00+00:00,F_0
7572,Case_914,D,2023-01-27 20:34:00+00:00,D_0
7573,Case_914,B1,2023-01-27 20:35:00+00:00,B1_0
7574,Case_820,B2,2023-01-27 20:48:00+00:00,B2_0
7575,Case_28,B2,2023-01-27 20:54:00+00:00,B2_0
7576,Case_11,A,2023-01-27 20:58:00+00:00,A_1
7577,Case_880,E1,2023-01-27 20:59:00+00:00,E1_0
7578,Case_914,B2,2023-01-27 21:00:00+00:00,B2_0
7579,Case_28,A,2023-01-27 21:17:00+00:00,A_0
7580,Case_11,C,2023-01-27 21:26:00+00:00,C_0
7581,Case_11,D,2023-01-27 21:27:00+00:00,D_0
7582,Case_11,B1,2023-01-27 21:29:00+00:00,B1_0
7583,Case_28,F,2023-01-27 21:37:00+00:00,F_0
7584,Case_880,E2,2023-01-27 21:40:00+00:00,E2_0
7585,Case_820,A,2023-01-27 21:41:00+00:00,A_0
7586,Case_209,A,2023-01-27 21:41:00+00:00,A_2
7587,Case_212,A,2023-01-27 21:44:00+00:00,A_2
7588,Case_820,E1,2023-01-27 21:52:00+00:00,E1_0
7589,Case_914,A,2023-01-27 21:58:00+00:00,A_0
7590,Case_11,B2,2023-01-27 22:06:00+00:00,B2_0
7591,Case_880,A,2023-01-27 22:12:00+00:00,A_2
7592,Case_820,E2,2023-01-27 22:19:00+00:00,E2_0
7593,Case_914,F,2023-01-27 22:20:00+00:00,F_0
7594,Case_651,A,2023-01-27 22:30:00+00:00,A_1
7595,Case_820,A,2023-01-27 22:35:00+00:00,A_2
7596,Case_28,A,2023-01-27 22:38:00+00:00,A_2
7597,Case_713,A,2023-01-27 22:43:00+00:00,A_1
7598,Case_651,C,2023-01-27 22:50:00+00:00,C_0
7599,Case_651,D,2023-01-27 22:51:00+00:00,D_0
7600,Case_11,A,2023-01-27 22:53:00+00:00,A_0
7601,Case_651,B1,2023-01-27 22:57:00+00:00,B1_0
7602,Case_914,A,2023-01-27 23:00:00+00:00,A_2
7603,Case_11,E1,2023-01-27 23:05:00+00:00,E1_0
7604,Case_749,A,2023-01-27 23:08:00+00:00,A_1
7605,Case_713,C,2023-01-27 23:11:00+00:00,C_0
7606,Case_713,B1,2023-01-27 23:14:00+00:00,B1_0
7607,Case_713,D,2023-01-27 23:14:00+00:00,D_0
7608,Case_651,B2,2023-01-27 23:15:00+00:00,B2_0
7609,Case_749,C,2023-01-27 23:28:00+00:00,C_0
7610,Case_749,D,2023-01-27 23:30:00+00:00,D_0
7611,Case_11,E2,2023-01-27 23:31:00+00:00,E2_0
7612,Case_713,B2,2023-01-27 23:32:00+00:00,B2_0
7613,Case_749,B1,2023-01-27 23:34:00+00:00,B1_0
7614,Case_11,A,2023-01-27 23:51:00+00:00,A_2
7615,Case_651,A,2023-01-27 23:56:00+00:00,A_0
7616,Case_749,B2,2023-01-28 00:08:00+00:00,B2_0
7617,Case_651,F,2023-01-28 00:21:00+00:00,F_0
7618,Case_713,A,2023-01-28 00:32:00+00:00,A_0
7619,Case_902,A,2023-01-28 00:36:00+00:00,A_1
7620,Case_902,C,2023-01-28 00:48:00+00:00,C_0
7621,Case_713,E1,2023-01-28 00:49:00+00:00,E1_0
7622,Case_902,D,2023-01-28 00:49:00+00:00,D_0
7623,Case_902,B1,2023-01-28 00:52:00+00:00,B1_0
7624,Case_749,A,2023-01-28 00:56:00+00:00,A_0
7625,Case_651,A,2023-01-28 00:57:00+00:00,A_2
7626,Case_749,E1,2023-01-28 01:09:00+00:00,E1_0
7627,Case_320,A,2023-01-28 01:22:00+00:00,A_1
7628,Case_320,C,2023-01-28 01:33:00+00:00,C_0
7629,Case_902,B2,2023-01-28 01:35:00+00:00,B2_0
7630,Case_713,E2,2023-01-28 01:35:00+00:00,E2_0
7631,Case_320,B1,2023-01-28 01:38:00+00:00,B1_0
7632,Case_320,D,2023-01-28 01:38:00+00:00,D_0
7633,Case_749,E2,2023-01-28 01:47:00+00:00,E2_0
7634,Case_713,A,2023-01-28 01:51:00+00:00,A_2
7635,Case_320,B2,2023-01-28 01:55:00+00:00,B2_0
7636,Case_312,A,2023-01-28 01:56:00+00:00,A_1
7637,Case_928,A,2023-01-28 01:56:00+00:00,A_1
7638,Case_902,A,2023-01-28 01:59:00+00:00,A_0
7639,Case_749,A,2023-01-28 02:05:00+00:00,A_2
7640,Case_902,F,2023-01-28 02:13:00+00:00,F_0
7641,Case_312,C,2023-01-28 02:18:00+00:00,C_0
7642,Case_928,C,2023-01-28 02:20:00+00:00,C_0
7643,Case_575,A,2023-01-28 02:23:00+00:00,A_1
7644,Case_312,D,2023-01-28 02:23:00+00:00,D_0
7645,Case_312,B1,2023-01-28 02:23:00+00:00,B1_0
7646,Case_928,D,2023-01-28 02:24:00+00:00,D_0
7647,Case_928,B1,2023-01-28 02:26:00+00:00,B1_0
7648,Case_320,A,2023-01-28 02:43:00+00:00,A_0
7649,Case_928,B2,2023-01-28 02:44:00+00:00,B2_0
7650,Case_312,B2,2023-01-28 02:45:00+00:00,B2_0
7651,Case_575,C,2023-01-28 02:47:00+00:00,C_0
7652,Case_575,B1,2023-01-28 02:50:00+00:00,B1_0
7653,Case_575,D,2023-01-28 02:50:00+00:00,D_0
7654,Case_134,A,2023-01-28 02:52:00+00:00,A_1
7655,Case_320,E1,2023-01-28 02:54:00+00:00,E1_0
7656,Case_872,A,2023-01-28 03:07:00+00:00,A_1
7657,Case_134,C,2023-01-28 03:08:00+00:00,C_0
7658,Case_575,B2,2023-01-28 03:08:00+00:00,B2_0
7659,Case_772,A,2023-01-28 03:09:00+00:00,A_1
7660,Case_134,D,2023-01-28 03:13:00+00:00,D_0
7661,Case_134,B1,2023-01-28 03:15:00+00:00,B1_0
7662,Case_902,A,2023-01-28 03:16:00+00:00,A_2
7663,Case_320,E2,2023-01-28 03:23:00+00:00,E2_0
7664,Case_130,A,2023-01-28 03:26:00+00:00,A_1
7665,Case_772,C,2023-01-28 03:30:00+00:00,C_0
7666,Case_872,C,2023-01-28 03:31:00+00:00,C_0
7667,Case_772,B1,2023-01-28 03:33:00+00:00,B1_0
7668,Case_872,D,2023-01-28 03:33:00+00:00,D_0
7669,Case_872,B1,2023-01-28 03:33:00+00:00,B1_0
7670,Case_772,D,2023-01-28 03:35:00+00:00,D_0
7671,Case_130,C,2023-01-28 03:36:00+00:00,C_0
7672,Case_470,A,2023-01-28 03:36:00+00:00,A_1
7673,Case_928,A,2023-01-28 03:40:00+00:00,A_0
7674,Case_130,D,2023-01-28 03:41:00+00:00,D_0
7675,Case_312,A,2023-01-28 03:43:00+00:00,A_0
7676,Case_130,B1,2023-01-28 03:43:00+00:00,B1_0
7677,Case_134,B2,2023-01-28 03:46:00+00:00,B2_0
7678,Case_470,C,2023-01-28 03:47:00+00:00,C_0
7679,Case_872,B2,2023-01-28 03:49:00+00:00,B2_0
7680,Case_320,A,2023-01-28 03:50:00+00:00,A_2
7681,Case_470,B1,2023-01-28 03:50:00+00:00,B1_0
7682,Case_470,D,2023-01-28 03:50:00+00:00,D_0
7683,Case_822,A,2023-01-28 03:51:00+00:00,A_1
7684,Case_772,B2,2023-01-28 03:52:00+00:00,B2_0
7685,Case_575,A,2023-01-28 03:52:00+00:00,A_0
7686,Case_130,B2,2023-01-28 04:02:00+00:00,B2_0
7687,Case_575,E1,2023-01-28 04:02:00+00:00,E1_0
7688,Case_928,E1,2023-01-28 04:10:00+00:00,E1_0
7689,Case_312,F,2023-01-28 04:12:00+00:00,F_0
7690,Case_822,C,2023-01-28 04:16:00+00:00,C_0
7691,Case_872,A,2023-01-28 04:17:00+00:00,A_0
7692,Case_822,D,2023-01-28 04:20:00+00:00,D_0
7693,Case_822,B1,2023-01-28 04:23:00+00:00,B1_0
7694,Case_575,E2,2023-01-28 04:24:00+00:00,E2_0
7695,Case_470,B2,2023-01-28 04:25:00+00:00,B2_0
7696,Case_134,A,2023-01-28 04:35:00+00:00,A_0
7697,Case_872,E1,2023-01-28 04:36:00+00:00,E1_0
7698,Case_772,A,2023-01-28 04:42:00+00:00,A_0
7699,Case_822,B2,2023-01-28 04:48:00+00:00,B2_0
7700,Case_130,A,2023-01-28 04:48:00+00:00,A_0
7701,Case_928,E2,2023-01-28 04:55:00+00:00,E2_0
7702,Case_134,F,2023-01-28 04:56:00+00:00,F_0
7703,Case_575,A,2023-01-28 04:57:00+00:00,A_2
7704,Case_470,A,2023-01-28 04:57:00+00:00,A_0
7705,Case_772,E1,2023-01-28 05:01:00+00:00,E1_0
7706,Case_130,E1,2023-01-28 05:05:00+00:00,E1_0
7707,Case_470,F,2023-01-28 05:09:00+00:00,F_0
7708,Case_928,A,2023-01-28 05:10:00+00:00,A_2
7709,Case_312,A,2023-01-28 05:11:00+00:00,A_2
7710,Case_942,A,2023-01-28 05:12:00+00:00,A_1
7711,Case_872,E2,2023-01-28 05:12:00+00:00,E2_0
7712,Case_772,E2,2023-01-28 05:30:00+00:00,E2_0
7713,Case_942,C,2023-01-28 05:35:00+00:00,C_0
7714,Case_942,D,2023-01-28 05:37:00+00:00,D_0
7715,Case_942,B1,2023-01-28 05:40:00+00:00,B1_0
7716,Case_822,A,2023-01-28 05:45:00+00:00,A_0
7717,Case_872,A,2023-01-28 05:47:00+00:00,A_2
7718,Case_130,E2,2023-01-28 05:51:00+00:00,E2_0
7719,Case_772,A,2023-01-28 05:56:00+00:00,A_2
7720,Case_134,A,2023-01-28 06:10:00+00:00,A_2
7721,Case_168,A,2023-01-28 06:12:00+00:00,A_1
7722,Case_822,E1,2023-01-28 06:13:00+00:00,E1_0
7723,Case_130,A,2023-01-28 06:23:00+00:00,A_2
7724,Case_942,B2,2023-01-28 06:23:00+00:00,B2_0
7725,Case_470,A,2023-01-28 06:26:00+00:00,A_2
7726,Case_168,C,2023-01-28 06:42:00+00:00,C_0
7727,Case_168,D,2023-01-28 06:44:00+00:00,D_0
7728,Case_942,A,2023-01-28 06:45:00+00:00,A_0
7729,Case_168,B1,2023-01-28 06:48:00+00:00,B1_0
7730,Case_822,E2,2023-01-28 06:52:00+00:00,E2_0
7731,Case_168,B2,2023-01-28 07:09:00+00:00,B2_0
7732,Case_942,F,2023-01-28 07:10:00+00:00,F_0
7733,Case_822,A,2023-01-28 07:16:00+00:00,A_2
7734,Case_168,A,2023-01-28 07:44:00+00:00,A_0
7735,Case_942,A,2023-01-28 07:45:00+00:00,A_2
7736,Case_718,A,2023-01-28 07:48:00+00:00,A_1
7737,Case_168,E1,2023-01-28 08:09:00+00:00,E1_0
7738,Case_718,C,2023-01-28 08:10:00+00:00,C_0
7739,Case_718,B1,2023-01-28 08:12:00+00:00,B1_0
7740,Case_718,D,2023-01-28 08:14:00+00:00,D_0
7741,Case_718,B2,2023-01-28 08:38:00+00:00,B2_0
7742,Case_718,A,2023-01-28 08:58:00+00:00,A_0
7743,Case_168,E2,2023-01-28 08:59:00+00:00,E2_0
7744,Case_718,F,2023-01-28 09:10:00+00:00,F_0
7745,Case_168,A,2023-01-28 09:24:00+00:00,A_2
7746,Case_19,A,2023-01-28 09:33:00+00:00,A_1
7747,Case_19,C,2023-01-28 09:46:00+00:00,C_0
7748,Case_19,B1,2023-01-28 09:49:00+00:00,B1_0
7749,Case_19,D,2023-01-28 09:49:00+00:00,D_0
7750,Case_718,A,2023-01-28 10:20:00+00:00,A_2
7751,Case_19,B2,2023-01-28 10:24:00+00:00,B2_0
7752,Case_633,A,2023-01-28 10:54:00+00:00,A_1
7753,Case_633,C,2023-01-28 11:10:00+00:00,C_0
7754,Case_633,D,2023-01-28 11:13:00+00:00,D_0
7755,Case_633,B1,2023-01-28 11:13:00+00:00,B1_0
7756,Case_19,A,2023-01-28 11:21:00+00:00,A_0
7757,Case_946,A,2023-01-28 11:24:00+00:00,A_1
7758,Case_44,A,2023-01-28 11:25:00+00:00,A_1
7759,Case_44,C,2023-01-28 11:39:00+00:00,C_0
7760,Case_44,D,2023-01-28 11:40:00+00:00,D_0
7761,Case_946,C,2023-01-28 11:41:00+00:00,C_0
7762,Case_19,F,2023-01-28 11:42:00+00:00,F_0
7763,Case_44,B1,2023-01-28 11:42:00+00:00,B1_0
7764,Case_946,D,2023-01-28 11:43:00+00:00,D_0
7765,Case_946,B1,2023-01-28 11:44:00+00:00,B1_0
7766,Case_633,B2,2023-01-28 11:56:00+00:00,B2_0
7767,Case_44,B2,2023-01-28 12:06:00+00:00,B2_0
7768,Case_19,A,2023-01-28 12:18:00+00:00,A_2
7769,Case_946,B2,2023-01-28 12:25:00+00:00,B2_0
7770,Case_633,A,2023-01-28 12:32:00+00:00,A_0
7771,Case_377,A,2023-01-28 12:38:00+00:00,A_1
7772,Case_633,F,2023-01-28 12:47:00+00:00,F_0
7773,Case_377,C,2023-01-28 12:53:00+00:00,C_0
7774,Case_44,A,2023-01-28 12:55:00+00:00,A_0
7775,Case_377,D,2023-01-28 12:58:00+00:00,D_0
7776,Case_377,B1,2023-01-28 12:58:00+00:00,B1_0
7777,Case_946,A,2023-01-28 13:01:00+00:00,A_0
7778,Case_44,F,2023-01-28 13:12:00+00:00,F_0
7779,Case_946,F,2023-01-28 13:14:00+00:00,F_0
7780,Case_377,B2,2023-01-28 13:41:00+00:00,B2_0
7781,Case_699,A,2023-01-28 13:47:00+00:00,A_1
7782,Case_633,A,2023-01-28 13:57:00+00:00,A_2
7783,Case_699,C,2023-01-28 14:03:00+00:00,C_0
7784,Case_699,D,2023-01-28 14:08:00+00:00,D_0
7785,Case_475,A,2023-01-28 14:08:00+00:00,A_1
7786,Case_44,A,2023-01-28 14:10:00+00:00,A_2
7787,Case_699,B1,2023-01-28 14:10:00+00:00,B1_0
7788,Case_871,A,2023-01-28 14:15:00+00:00,A_1
7789,Case_377,A,2023-01-28 14:23:00+00:00,A_0
7790,Case_475,C,2023-01-28 14:25:00+00:00,C_0
7791,Case_475,D,2023-01-28 14:26:00+00:00,D_0
7792,Case_475,B1,2023-01-28 14:31:00+00:00,B1_0
7793,Case_946,A,2023-01-28 14:32:00+00:00,A_2
7794,Case_191,A,2023-01-28 14:33:00+00:00,A_1
7795,Case_871,C,2023-01-28 14:35:00+00:00,C_0
7796,Case_699,B2,2023-01-28 14:36:00+00:00,B2_0
7797,Case_871,D,2023-01-28 14:36:00+00:00,D_0
7798,Case_377,F,2023-01-28 14:36:00+00:00,F_0
7799,Case_519,A,2023-01-28 14:38:00+00:00,A_1
7800,Case_871,B1,2023-01-28 14:39:00+00:00,B1_0
7801,Case_191,C,2023-01-28 14:49:00+00:00,C_0
7802,Case_191,D,2023-01-28 14:50:00+00:00,D_0
7803,Case_191,B1,2023-01-28 14:54:00+00:00,B1_0
7804,Case_475,B2,2023-01-28 15:04:00+00:00,B2_0
7805,Case_519,C,2023-01-28 15:08:00+00:00,C_0
7806,Case_519,D,2023-01-28 15:13:00+00:00,D_0
7807,Case_519,B1,2023-01-28 15:13:00+00:00,B1_0
7808,Case_700,A,2023-01-28 15:16:00+00:00,A_1
7809,Case_699,A,2023-01-28 15:16:00+00:00,A_0
7810,Case_377,A,2023-01-28 15:19:00+00:00,A_2
7811,Case_871,B2,2023-01-28 15:21:00+00:00,B2_0
7812,Case_191,B2,2023-01-28 15:34:00+00:00,B2_0
7813,Case_700,C,2023-01-28 15:42:00+00:00,C_0
7814,Case_519,B2,2023-01-28 15:44:00+00:00,B2_0
7815,Case_699,F,2023-01-28 15:45:00+00:00,F_0
7816,Case_700,D,2023-01-28 15:46:00+00:00,D_0
7817,Case_700,B1,2023-01-28 15:47:00+00:00,B1_0
7818,Case_871,A,2023-01-28 15:49:00+00:00,A_0
7819,Case_475,A,2023-01-28 15:53:00+00:00,A_0
7820,Case_871,E1,2023-01-28 16:15:00+00:00,E1_0
7821,Case_700,B2,2023-01-28 16:17:00+00:00,B2_0
7822,Case_475,F,2023-01-28 16:20:00+00:00,F_0
7823,Case_191,A,2023-01-28 16:33:00+00:00,A_0
7824,Case_519,A,2023-01-28 16:33:00+00:00,A_0
7825,Case_191,F,2023-01-28 16:45:00+00:00,F_0
7826,Case_519,F,2023-01-28 16:48:00+00:00,F_0
7827,Case_700,A,2023-01-28 16:56:00+00:00,A_0
7828,Case_699,A,2023-01-28 17:00:00+00:00,A_2
7829,Case_871,E2,2023-01-28 17:03:00+00:00,E2_0
7830,Case_475,A,2023-01-28 17:04:00+00:00,A_2
7831,Case_160,A,2023-01-28 17:09:00+00:00,A_1
7832,Case_78,A,2023-01-28 17:20:00+00:00,A_1
7833,Case_700,F,2023-01-28 17:24:00+00:00,F_0
