Case,Activity,Timestamp,Resource,Injection,org,EventID
88,Deliver to customer,2024-05-09 01:42:17.437,Waiter-000002,,Deliver to customer,961
94,prepare order,2024-05-09 01:43:27.732,Cook-000001,homonymous Label(Activity:'Prepare main course'),Prepare main course,962
88,EVENT 8 END,2024-05-09 01:43:46.855,,,EVENT 8 END,963
95,start,2024-05-09 01:45:00.000,,,start,964
95,Take order,2024-05-09 01:45:00.000,Waiter-000005,,Take order,965
95,Review order,2024-05-09 01:47:30.109,Waiter-000001,,Review order,966
95,prepare order,2024-05-09 01:48:13.735,Cook helper-000001,homonymous Label(Activity:'Prepare starter'),Prepare starter,968
95,prepare order,2024-05-09 01:48:13.735,Barman-000003,homonymous Label(Activity:'prepare drinks'),prepare drinks,967
95,bring order,2024-05-09 01:49:14.771,Barman-000001,homonymous Label(Activity:'Bring drinks'),Bring drinks,969
95,review,2024-05-09 01:51:52.451,Waiter-000004,homonymous Label(Activity:'Review drinks'),Review drinks,970
92,Deliver to customer,2024-05-09 01:54:42.296,Waiter-000003,,Deliver to customer,971
92,EVENT 8 END,2024-05-09 01:55:41.726,,,EVENT 8 END,972
93,Signal food complete,2024-05-09 01:58:39.052,Cook-000003,,Signal food complete,973
91,bring order,2024-05-09 01:58:39.052,Cook helper-000003,homonymous Label(Activity:'Bring food'),Bring food,974
96,start,2024-05-09 02:00:00.000,,,start,975
96,Take order,2024-05-09 18:00:00.000,Waiter-000002,,Take order,976
91,Deliver to customer,2024-05-09 18:01:04.485,Waiter-000005,,Deliver to customer,977
91,EVENT 8 END,2024-05-09 18:03:48.772,,,EVENT 8 END,978
96,review,2024-05-09 18:03:59.883,Waiter-000001,homonymous Label(Activity:'Review order'),Review order,979
96,prepare drinks,2024-05-09 18:04:33.333,Barman-000002,,prepare drinks,980
96,bring order,2024-05-09 18:04:49.099,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,981
96,review,2024-05-09 18:11:20.096,Waiter-000004,homonymous Label(Activity:'Review drinks'),Review drinks,982
95,Signal food complete,2024-05-09 18:24:44.840,Cook-000003,,Signal food complete,984
93,Bring food,2024-05-09 18:24:44.840,Cook helper-000002,,Bring food,983
96,prepare order,2024-05-09 18:27:23.678,Cook-000001,homonymous Label(Activity:'Prepare main course'),Prepare main course,985
98,start,2024-05-09 18:30:00.000,,,start,986
98,Take order,2024-05-09 18:30:00.000,Waiter-000001,,Take order,987
98,Review order,2024-05-09 18:31:22.092,Waiter-000004,,Review order,988
98,Prepare starter,2024-05-09 18:31:45.829,Cook helper-000003,,Prepare starter,989
98,prepare order,2024-05-09 18:31:45.829,Barman-000003,homonymous Label(Activity:'prepare drinks'),prepare drinks,990
98,Bring drinks,2024-05-09 18:33:36.686,Barman-000001,,Bring drinks,991
98,review,2024-05-09 18:34:31.763,Waiter-000003,homonymous Label(Activity:'Review drinks'),Review drinks,992
98,prepare drinks,2024-05-09 18:36:06.192,Barman-000002,,prepare drinks,993
93,Deliver to customer,2024-05-09 18:36:42.840,Waiter-000005,,Deliver to customer,994
93,EVENT 8 END,2024-05-09 18:36:58.193,,,EVENT 8 END,995
98,bring order,2024-05-09 18:44:08.031,Barman-000003,homonymous Label(Activity:'Bring drinks'),Bring drinks,996
98,review,2024-05-09 18:45:21.261,Waiter-000001,homonymous Label(Activity:'Review drinks'),Review drinks,997
98,prepare drinks,2024-05-09 18:45:31.681,Barman-000001,,prepare drinks,998
95,bring order,2024-05-09 18:48:15.245,Cook helper-000001,homonymous Label(Activity:'Bring food'),Bring food,999
95,Deliver to customer,2024-05-09 18:48:33.975,Waiter-000003,,Deliver to customer,1000
